C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter),receptor-ligand
 2283.0000,  557.0000,  529.0000,   18.0000,  360.0000,   88.0000,   72.0000,    4.0000,  173.0000,   45.0000,   37.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  236.0000,   63.0000,   56.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.2192, 1035.7488,    0.8050,   53.8954,    0.7592,  2yrq.pdbqt; Z85917607.pdbqt; 2yrq_pocket.pdbqt
 1988.0000,  495.0000,  407.0000,   20.0000,  375.0000,   97.0000,   81.0000,    4.0000,  243.0000,   59.0000,   50.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.6128,  899.5318,    1.0860,   32.2715,    1.7174,  2yrq.pdbqt; Z2068638033.pdbqt; 2yrq_pocket.pdbqt
 1974.0000,  513.0000,  453.0000,   26.0000,  427.0000,  108.0000,   93.0000,    5.0000,   96.0000,   25.0000,   24.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.2023,  821.2263,    0.8032,   38.9091,    0.1101,  2yrq.pdbqt; Z1155567160.pdbqt; 2yrq_pocket.pdbqt
 1833.0000,  493.0000,  452.0000,   25.0000,  678.0000,  166.0000,  153.0000,    8.0000,  242.0000,   58.0000,   54.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   84.4342,  953.6269,    1.3176,   45.9368,    0.8427,  2yrq.pdbqt; Z83985543.pdbqt; 2yrq_pocket.pdbqt
 2495.0000,  609.0000,  603.0000,   18.0000,  278.0000,   64.0000,   71.0000,    3.0000,  311.0000,   78.0000,   69.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.2962,  893.6504,    0.6241,   29.8776,    0.6022,  2yrq.pdbqt; Z70810472.pdbqt; 2yrq_pocket.pdbqt
 1858.0000,  506.0000,  458.0000,   20.0000,  375.0000,   99.0000,   99.0000,    4.0000,  327.0000,   82.0000,   79.0000,    4.0000,  107.0000,   29.0000,   24.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.7142,  947.5092,    1.6450,   36.7790,    1.8346,  2yrq.pdbqt; Z26272180.pdbqt; 2yrq_pocket.pdbqt
 1878.0000,  468.0000,  408.0000,   10.0000,  179.0000,   40.0000,   37.0000,    2.0000,  217.0000,   52.0000,   38.0000,    2.0000,   62.0000,   14.0000,   11.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,  115.0000,   30.0000,   29.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.6858,  916.4795,    1.0720,   43.2291,    0.9933,  2yrq.pdbqt; Z211286682.pdbqt; 2yrq_pocket.pdbqt
 2215.0000,  581.0000,  490.0000,   30.0000,  249.0000,   61.0000,   56.0000,    3.0000,  229.0000,   55.0000,   49.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.0000,   15.0000,   15.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   55.4706,  840.4595,    0.7103,   46.5883,    0.4515,  2yrq.pdbqt; Z1945704111.pdbqt; 2yrq_pocket.pdbqt
 2605.0000,  669.0000,  619.0000,   38.0000,  321.0000,   93.0000,   79.0000,    5.0000,  314.0000,   79.0000,   74.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   84.2199, 1050.1230,    1.2152,   65.4370,    0.8179,  2yrq.pdbqt; Z126474216.pdbqt; 2yrq_pocket.pdbqt
 1051.0000,  293.0000,  269.0000,   10.0000,  649.0000,  164.0000,  162.0000,    7.0000,  139.0000,   32.0000,   31.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   89.0000,   27.0000,   23.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   69.1250,  710.3106,    1.7950,   25.8195,    3.1424,  2yrq.pdbqt; Z265153758.pdbqt; 2yrq_pocket.pdbqt
 1656.0000,  413.0000,  381.0000,    7.0000,  510.0000,  128.0000,  115.0000,    1.0000,  185.0000,   44.0000,   37.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  128.0000,   33.0000,   28.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   82.6260,  892.5969,    1.7574,   43.3438,    2.7285,  2yrq.pdbqt; Z89101397.pdbqt; 2yrq_pocket.pdbqt
 1841.0000,  468.0000,  384.0000,   24.0000,  390.0000,  105.0000,   80.0000,    6.0000,  258.0000,   64.0000,   59.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.2394,  876.5004,    0.4944,   38.4564,    0.0000,  2yrq.pdbqt; Z363268404.pdbqt; 2yrq_pocket.pdbqt
 1446.0000,  409.0000,  390.0000,   14.0000,  147.0000,   38.0000,   36.0000,    2.0000,  174.0000,   42.0000,   39.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.9671,  570.0165,    1.0284,   50.7606,    1.7489,  2yrq.pdbqt; Z1285968625.pdbqt; 2yrq_pocket.pdbqt
 1968.0000,  509.0000,  396.0000,   25.0000,  461.0000,  117.0000,   99.0000,    6.0000,  180.0000,   40.0000,   34.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.2271,  869.4027,    1.1571,   45.6522,    1.4512,  2yrq.pdbqt; Z1233866596.pdbqt; 2yrq_pocket.pdbqt
 1748.0000,  456.0000,  414.0000,   23.0000,  529.0000,  139.0000,  128.0000,    6.0000,  205.0000,   57.0000,   48.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  139.0000,   37.0000,   32.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.4732,  841.2947,    1.2739,   23.6384,    1.5466,  2yrq.pdbqt; Z1849433668.pdbqt; 2yrq_pocket.pdbqt
 2135.0000,  544.0000,  519.0000,   34.0000,  489.0000,  131.0000,  121.0000,    8.0000,  228.0000,   53.0000,   50.0000,    4.0000,   73.0000,   20.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   70.9310,  998.9245,    0.8442,   43.6476,    0.2740,  2yrq.pdbqt; Z1849816530.pdbqt; 2yrq_pocket.pdbqt
 2320.0000,  578.0000,  547.0000,   25.0000,  430.0000,  110.0000,  101.0000,    5.0000,  201.0000,   47.0000,   51.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   84.1582,  952.7290,    1.0839,   81.3491,    1.0594,  2yrq.pdbqt; Z1166028828.pdbqt; 2yrq_pocket.pdbqt
 1958.0000,  506.0000,  432.0000,   23.0000,  473.0000,  127.0000,  102.0000,    7.0000,  180.0000,   46.0000,   45.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   79.0000,   20.0000,   16.0000,    1.0000,   63.0000,   18.0000,   16.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   69.6244,  944.4703,    1.0703,   42.4301,    1.1939,  2yrq.pdbqt; Z1170429150.pdbqt; 2yrq_pocket.pdbqt
 2155.0000,  557.0000,  455.0000,   27.0000,  535.0000,  128.0000,  109.0000,    7.0000,  172.0000,   48.0000,   35.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.7280,  941.9822,    1.2935,   45.9122,    1.5646,  2yrq.pdbqt; Z1849572215.pdbqt; 2yrq_pocket.pdbqt
 2062.0000,  535.0000,  455.0000,   25.0000,  396.0000,  104.0000,   83.0000,    4.0000,  200.0000,   52.0000,   36.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   70.0000,   16.0000,   17.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   69.3415,  928.3607,    0.9534,   49.4482,    0.8144,  2yrq.pdbqt; Z1170429120.pdbqt; 2yrq_pocket.pdbqt
 2387.0000,  614.0000,  557.0000,   37.0000,  329.0000,   91.0000,   84.0000,    6.0000,  143.0000,   36.0000,   30.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.0556,  913.4368,    0.7201,   51.3253,    0.0000,  2yrq.pdbqt; Z119073850.pdbqt; 2yrq_pocket.pdbqt
 2524.0000,  654.0000,  612.0000,   38.0000,  401.0000,  105.0000,   97.0000,    6.0000,  185.0000,   51.0000,   42.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  196.0000,   52.0000,   49.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.0526, 1063.1434,    1.1346,   42.1675,    0.8162,  2yrq.pdbqt; Z82224038.pdbqt; 2yrq_pocket.pdbqt
 2063.0000,  560.0000,  495.0000,   24.0000,  474.0000,  120.0000,  108.0000,    6.0000,  347.0000,   84.0000,   79.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   82.1005,  986.9584,    1.8806,   55.6591,    1.9096,  2yrq.pdbqt; Z25742089.pdbqt; 2yrq_pocket.pdbqt
 2149.0000,  554.0000,  473.0000,   26.0000,  407.0000,  102.0000,   83.0000,    4.0000,  341.0000,   85.0000,   80.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,   29.0000,   23.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.3695, 1009.2785,    2.0216,   37.1055,    2.0485,  2yrq.pdbqt; Z271090688.pdbqt; 2yrq_pocket.pdbqt
 2087.0000,  520.0000,  483.0000,   28.0000,  315.0000,   82.0000,   75.0000,    4.0000,  227.0000,   61.0000,   49.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.0669,  877.3694,    0.7271,   34.3890,    0.1408,  2yrq.pdbqt; Z1490480310.pdbqt; 2yrq_pocket.pdbqt
 2249.0000,  594.0000,  536.0000,   29.0000,  403.0000,  104.0000,   93.0000,    6.0000,  227.0000,   56.0000,   52.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   74.3682,  971.1817,    1.6084,   42.0035,    0.1445,  2yrq.pdbqt; Z1165357648.pdbqt; 2yrq_pocket.pdbqt
 2139.0000,  521.0000,  522.0000,   20.0000,  295.0000,   70.0000,   69.0000,    3.0000,  179.0000,   44.0000,   38.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.2081,  815.6358,    0.9714,   47.1322,    1.0640,  2yrq.pdbqt; Z1719542517.pdbqt; 2yrq_pocket.pdbqt
 2109.0000,  527.0000,  511.0000,   34.0000,  623.0000,  159.0000,  145.0000,   10.0000,  174.0000,   48.0000,   43.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   72.1588,  996.0755,    1.3189,   43.8065,    1.3841,  2yrq.pdbqt; Z1849820395.pdbqt; 2yrq_pocket.pdbqt
 1980.0000,  511.0000,  433.0000,   25.0000,  534.0000,  136.0000,  114.0000,    6.0000,  230.0000,   56.0000,   48.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.0000,   16.0000,   14.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.7878,  963.9373,    1.6174,   50.3109,    1.4581,  2yrq.pdbqt; Z1170446122.pdbqt; 2yrq_pocket.pdbqt
 2268.0000,  588.0000,  548.0000,    8.0000,  275.0000,   66.0000,   62.0000,    2.0000,   75.0000,   18.0000,   14.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.4012,  996.6737,    0.9903,   54.6842,    0.6938,  2yrq.pdbqt; Z1752000229.pdbqt; 2yrq_pocket.pdbqt
 2199.0000,  566.0000,  494.0000,   18.0000,  284.0000,   67.0000,   62.0000,    2.0000,  276.0000,   72.0000,   71.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   77.6222,  995.1899,    0.9627,   49.6985,    1.1092,  2yrq.pdbqt; Z2019179059.pdbqt; 2yrq_pocket.pdbqt
 2502.0000,  641.0000,  544.0000,   33.0000,  306.0000,   80.0000,   67.0000,    4.0000,  350.0000,   97.0000,   73.0000,    5.0000,   58.0000,   20.0000,   11.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   92.8373, 1045.2603,    0.8131,   69.5500,    0.0000,  2yrq.pdbqt; Z976203836.pdbqt; 2yrq_pocket.pdbqt
 2542.0000,  658.0000,  594.0000,   37.0000,  216.0000,   58.0000,   50.0000,    3.0000,  416.0000,  115.0000,   90.0000,    6.0000,   85.0000,   26.0000,   19.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.7559, 1014.6430,    1.2728,   60.3919,    0.0000,  2yrq.pdbqt; Z223458504.pdbqt; 2yrq_pocket.pdbqt
 2203.0000,  558.0000,  476.0000,   25.0000,  418.0000,  104.0000,   83.0000,    5.0000,  222.0000,   58.0000,   51.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  156.0000,   35.0000,   33.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   70.3545, 1060.2185,    0.4920,   40.4130,    0.0000,  2yrq.pdbqt; Z363614634.pdbqt; 2yrq_pocket.pdbqt
 1828.0000,  429.0000,  435.0000,   19.0000,  274.0000,   65.0000,   63.0000,    3.0000,  214.0000,   46.0000,   47.0000,    3.0000,   67.0000,   15.0000,   14.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   44.8667,  748.9117,    0.8955,   38.7631,    1.2789,  2yrq.pdbqt; Z1445410028.pdbqt; 2yrq_pocket.pdbqt
 1649.0000,  398.0000,  417.0000,    9.0000,  720.0000,  169.0000,  175.0000,    5.0000,  127.0000,   28.0000,   26.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   98.0000,   22.0000,   26.0000,    1.0000,   95.0000,   25.0000,   28.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.1088,  895.9085,    2.0650,   37.0663,    2.9353,  2yrq.pdbqt; Z84141267.pdbqt; 2yrq_pocket.pdbqt
 2040.0000,  548.0000,  489.0000,   25.0000,  256.0000,   70.0000,   66.0000,    3.0000,  199.0000,   52.0000,   45.0000,    3.0000,  123.0000,   31.0000,   31.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   72.1881,  793.7014,    1.2685,   52.8354,    1.6930,  2yrq.pdbqt; Z109823918.pdbqt; 2yrq_pocket.pdbqt
 2246.0000,  618.0000,  550.0000,   28.0000,  593.0000,  157.0000,  139.0000,    7.0000,  180.0000,   46.0000,   43.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.5197,  981.4861,    1.2929,   47.0702,    0.8664,  2yrq.pdbqt; Z106408008.pdbqt; 2yrq_pocket.pdbqt
 2353.0000,  610.0000,  520.0000,   20.0000,  240.0000,   66.0000,   56.0000,    2.0000,  239.0000,   59.0000,   57.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   79.1801, 1016.5104,    1.2397,   60.5883,    0.5052,  2yrq.pdbqt; Z286705196.pdbqt; 2yrq_pocket.pdbqt
 2212.0000,  577.0000,  492.0000,   26.0000,  399.0000,  102.0000,   82.0000,    4.0000,   89.0000,   25.0000,   20.0000,    1.0000,  145.0000,   31.0000,   28.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.3668,  953.6174,    2.4287,   46.3294,    2.0871,  2yrq.pdbqt; Z288365102.pdbqt; 2yrq_pocket.pdbqt
 1997.0000,  520.0000,  468.0000,   10.0000,  420.0000,  104.0000,   90.0000,    3.0000,  108.0000,   29.0000,   25.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  316.0000,   82.0000,   71.0000,    3.0000,   51.0000,   14.0000,    8.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.0786,  922.7152,    1.0488,   32.9345,    2.0055,  2yrq.pdbqt; Z99315127.pdbqt; 2yrq_pocket.pdbqt
 1676.0000,  431.0000,  350.0000,   20.0000,  229.0000,   59.0000,   46.0000,    3.0000,  100.0000,   24.0000,   20.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   49.3069,  715.8080,    0.8609,   43.9149,    1.2326,  2yrq.pdbqt; Z58304036.pdbqt; 2yrq_pocket.pdbqt
 2022.0000,  552.0000,  489.0000,   25.0000,  437.0000,  116.0000,  107.0000,    6.0000,  214.0000,   57.0000,   52.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   74.6671,  884.6952,    0.6945,   36.7719,    0.7293,  2yrq.pdbqt; Z1849817109.pdbqt; 2yrq_pocket.pdbqt
 2329.0000,  643.0000,  603.0000,   23.0000,  277.0000,   72.0000,   72.0000,    3.0000,  278.0000,   75.0000,   71.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   94.1395, 1070.1885,    1.4222,   54.4674,    0.6293,  2yrq.pdbqt; Z30425109.pdbqt; 2yrq_pocket.pdbqt
 2406.0000,  630.0000,  566.0000,   33.0000,  160.0000,   44.0000,   40.0000,    2.0000,  468.0000,  123.0000,  106.0000,    6.0000,   77.0000,   23.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.2331,  912.4252,    0.7965,   64.3849,    0.0000,  2yrq.pdbqt; Z223458498.pdbqt; 2yrq_pocket.pdbqt
 2289.0000,  587.0000,  526.0000,   30.0000,  348.0000,   88.0000,   76.0000,    4.0000,  135.0000,   38.0000,   30.0000,    2.0000,   79.0000,   22.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,  120.0000,   33.0000,   29.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   95.2761,  913.7382,    1.6536,   55.3278,    1.0032,  2yrq.pdbqt; Z106460362.pdbqt; 2yrq_pocket.pdbqt
 2184.0000,  552.0000,  491.0000,   13.0000,  330.0000,   83.0000,   64.0000,    4.0000,  356.0000,   92.0000,   82.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   70.0721, 1051.7039,    1.2524,   36.3696,    1.7132,  2yrq.pdbqt; Z106398026.pdbqt; 2yrq_pocket.pdbqt
