C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter),receptor-ligand
 1432.0000,  401.0000,  377.0000,   14.0000,  151.0000,   43.0000,   44.0000,    2.0000,  237.0000,   66.0000,   63.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   47.5874,  669.1165,    0.6162,   42.2537,    0.6528,  2yrq.pdbqt; Z822161212.pdbqt; 2yrq_pocket.pdbqt
 1964.0000,  528.0000,  473.0000,   25.0000,  307.0000,   76.0000,   70.0000,    4.0000,  350.0000,   90.0000,   85.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   86.0000,   26.0000,   24.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.0848,  927.8318,    1.8720,   45.0257,    2.1993,  2yrq.pdbqt; Z109077304.pdbqt; 2yrq_pocket.pdbqt
 2172.0000,  543.0000,  545.0000,   10.0000,  271.0000,   71.0000,   62.0000,    2.0000,  179.0000,   45.0000,   40.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   52.2265,  846.7184,    0.7681,   40.7116,    0.0000,  2yrq.pdbqt; Z214581054.pdbqt; 2yrq_pocket.pdbqt
 1986.0000,  533.0000,  481.0000,   24.0000,  268.0000,   70.0000,   63.0000,    3.0000,  230.0000,   58.0000,   57.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.4992,  825.6020,    1.2012,   39.7561,    1.2609,  2yrq.pdbqt; Z422623670.pdbqt; 2yrq_pocket.pdbqt
 1982.0000,  465.0000,  508.0000,   16.0000,  239.0000,   54.0000,   55.0000,    2.0000,  219.0000,   48.0000,   51.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  306.0000,   66.0000,   65.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.3099,  869.5298,    0.5959,   45.4592,    0.2014,  2yrq.pdbqt; Z14185823.pdbqt; 2yrq_pocket.pdbqt
 2455.0000,  624.0000,  589.0000,   35.0000,  298.0000,   82.0000,   71.0000,    4.0000,  282.0000,   76.0000,   70.0000,    5.0000,   83.0000,   22.0000,   23.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   82.9613, 1020.3388,    0.9499,   52.7286,    0.7991,  2yrq.pdbqt; Z1698128530.pdbqt; 2yrq_pocket.pdbqt
 1923.0000,  489.0000,  459.0000,   32.0000,  412.0000,  101.0000,   82.0000,    6.0000,  164.0000,   44.0000,   40.0000,    2.0000,   54.0000,   16.0000,   16.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.8654,  906.9863,    0.8102,   27.5584,    0.0000,  2yrq.pdbqt; Z1450536806.pdbqt; 2yrq_pocket.pdbqt
 1697.0000,  428.0000,  400.0000,   27.0000,  359.0000,   87.0000,   82.0000,    5.0000,  447.0000,  116.0000,   99.0000,    6.0000,   98.0000,   25.0000,   23.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,   92.0000,   26.0000,   25.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.8410,  929.7412,    0.5123,    9.8649,    0.4404,  2yrq.pdbqt; Z1757448951.pdbqt; 2yrq_pocket.pdbqt
 1491.0000,  394.0000,  372.0000,   18.0000,  216.0000,   54.0000,   51.0000,    2.0000,  234.0000,   55.0000,   51.0000,    3.0000,   86.0000,   24.0000,   20.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   95.0000,   27.0000,   24.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.0585,  693.8085,    1.5875,   36.9242,    1.2566,  2yrq.pdbqt; Z30825574.pdbqt; 2yrq_pocket.pdbqt
 1466.0000,  379.0000,  349.0000,    1.0000,  408.0000,  100.0000,   84.0000,    2.0000,  115.0000,   26.0000,   25.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   51.9411,  692.8575,    0.6690,   16.4259,    0.6714,  2yrq.pdbqt; Z646606256.pdbqt; 2yrq_pocket.pdbqt
 1445.0000,  382.0000,  310.0000,   14.0000,  258.0000,   68.0000,   66.0000,    1.0000,  189.0000,   50.0000,   45.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.0363,  631.7283,    0.5053,   45.3130,    0.2990,  2yrq.pdbqt; Z1002840874.pdbqt; 2yrq_pocket.pdbqt
 1450.0000,  369.0000,  343.0000,    6.0000,  348.0000,   87.0000,   80.0000,    3.0000,  166.0000,   46.0000,   46.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   59.5853,  731.6011,    1.2834,   28.5145,    1.6377,  2yrq.pdbqt; Z1440181529.pdbqt; 2yrq_pocket.pdbqt
  909.0000,  245.0000,  229.0000,   10.0000,  545.0000,  143.0000,  137.0000,    6.0000,  225.0000,   56.0000,   50.0000,    3.0000,   76.0000,   22.0000,   20.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.9502,  636.2456,    1.4312,    6.9576,    2.5477,  2yrq.pdbqt; Z1169977201.pdbqt; 2yrq_pocket.pdbqt
 1436.0000,  350.0000,  383.0000,   15.0000,  280.0000,   75.0000,   73.0000,    3.0000,  211.0000,   49.0000,   55.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   54.0166,  621.6594,    0.8391,   24.0259,    1.2681,  2yrq.pdbqt; Z901672728.pdbqt; 2yrq_pocket.pdbqt
 1170.0000,  288.0000,  310.0000,   16.0000,  564.0000,  139.0000,  150.0000,    5.0000,  193.0000,   43.0000,   48.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.4540,  620.1558,    1.5783,   30.2362,    2.9086,  2yrq.pdbqt; Z1729210408.pdbqt; 2yrq_pocket.pdbqt
 1529.0000,  406.0000,  342.0000,   19.0000,  292.0000,   78.0000,   65.0000,    4.0000,  216.0000,   52.0000,   50.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,   22.0000,   19.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   46.7140,  696.6520,    0.4178,   28.7568,    0.5622,  2yrq.pdbqt; Z1023656048.pdbqt; 2yrq_pocket.pdbqt
 1891.0000,  484.0000,  426.0000,   28.0000,  164.0000,   43.0000,   38.0000,    2.0000,  212.0000,   50.0000,   44.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   43.8642,  771.2825,    0.2475,   25.9785,    0.0000,  2yrq.pdbqt; Z1252670026.pdbqt; 2yrq_pocket.pdbqt
 1831.0000,  476.0000,  425.0000,   25.0000,  346.0000,   86.0000,   79.0000,    4.0000,  120.0000,   32.0000,   28.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.6614,  761.1540,    0.7721,   22.7902,    0.2689,  2yrq.pdbqt; Z1784073544.pdbqt; 2yrq_pocket.pdbqt
 1576.0000,  387.0000,  346.0000,   12.0000,  424.0000,  109.0000,   95.0000,    3.0000,   99.0000,   26.0000,   23.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  111.0000,   29.0000,   31.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.2574,  835.3704,    0.9263,   28.0764,    1.5415,  2yrq.pdbqt; Z1677754180.pdbqt; 2yrq_pocket.pdbqt
 1707.0000,  448.0000,  385.0000,   22.0000,  410.0000,  108.0000,   95.0000,    6.0000,  189.0000,   53.0000,   41.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.8012,  742.0902,    0.8833,   19.2696,    0.5234,  2yrq.pdbqt; Z1759961743.pdbqt; 2yrq_pocket.pdbqt
 1558.0000,  356.0000,  375.0000,   12.0000,  200.0000,   46.0000,   46.0000,    2.0000,  173.0000,   40.0000,   39.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   42.1259,  633.1119,    1.5996,   38.2475,    1.3988,  2yrq.pdbqt; Z1024020012.pdbqt; 2yrq_pocket.pdbqt
 1628.0000,  422.0000,  389.0000,   20.0000,  337.0000,   87.0000,   82.0000,    5.0000,  120.0000,   30.0000,   29.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.3700,  722.1650,    0.5923,   30.5693,    0.6516,  2yrq.pdbqt; Z1796127100.pdbqt; 2yrq_pocket.pdbqt
 1149.0000,  289.0000,  228.0000,   12.0000,  321.0000,   72.0000,   63.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,   77.0000,   18.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   38.1129,  565.0089,    0.5684,   37.9711,    0.9172,  2yrq.pdbqt; Z1228502228.pdbqt; 2yrq_pocket.pdbqt
 1624.0000,  405.0000,  372.0000,    9.0000,  416.0000,  101.0000,   90.0000,    3.0000,   65.0000,   15.0000,   11.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   56.0563,  776.9899,    1.1865,   22.2141,    1.9946,  2yrq.pdbqt; Z1757948611.pdbqt; 2yrq_pocket.pdbqt
 1696.0000,  449.0000,  425.0000,   20.0000,  317.0000,   82.0000,   78.0000,    4.0000,  238.0000,   56.0000,   51.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   72.7199,  817.6779,    1.0316,   38.9317,    0.6219,  2yrq.pdbqt; Z1612525496.pdbqt; 2yrq_pocket.pdbqt
 1516.0000,  390.0000,  351.0000,   22.0000,  416.0000,  108.0000,   94.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,  232.0000,   58.0000,   52.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.9601,  737.0378,    0.4082,   17.9983,    0.0000,  2yrq.pdbqt; Z1638119356.pdbqt; 2yrq_pocket.pdbqt
 1704.0000,  445.0000,  414.0000,   26.0000,  461.0000,  120.0000,  109.0000,    7.0000,   80.0000,   21.0000,   20.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.6805,  726.8075,    0.7551,   33.9903,    0.0000,  2yrq.pdbqt; Z1275601388.pdbqt; 2yrq_pocket.pdbqt
 1846.0000,  428.0000,  444.0000,   14.0000,  111.0000,   25.0000,   26.0000,    1.0000,  242.0000,   51.0000,   56.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.5384,  725.3290,    1.8295,   47.3121,    0.7190,  2yrq.pdbqt; Z932124944.pdbqt; 2yrq_pocket.pdbqt
 1635.0000,  415.0000,  387.0000,    6.0000,  489.0000,  128.0000,  116.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   55.8051,  797.6530,    0.4363,   31.4162,    0.0000,  2yrq.pdbqt; Z1441255351.pdbqt; 2yrq_pocket.pdbqt
 1993.0000,  472.0000,  494.0000,   19.0000,  227.0000,   54.0000,   55.0000,    2.0000,   69.0000,   18.0000,   16.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  107.0000,   24.0000,   30.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.8552,  804.0165,    1.1656,   43.3459,    0.3253,  2yrq.pdbqt; Z1567391685.pdbqt; 2yrq_pocket.pdbqt
 1373.0000,  350.0000,  359.0000,   18.0000,  298.0000,   75.0000,   81.0000,    4.0000,  344.0000,   84.0000,   90.0000,    3.0000,  126.0000,   30.0000,   35.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.2464,  703.0333,    1.0723,   27.1025,    1.7507,  2yrq.pdbqt; Z1506047613.pdbqt; 2yrq_pocket.pdbqt
 1622.0000,  372.0000,  402.0000,   16.0000,  617.0000,  136.0000,  141.0000,    7.0000,  124.0000,   27.0000,   29.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   53.7285,  736.9597,    1.0519,   32.2701,    2.0785,  2yrq.pdbqt; Z4617267353.pdbqt; 2yrq_pocket.pdbqt
 1519.0000,  388.0000,  334.0000,   11.0000,  315.0000,   83.0000,   77.0000,    2.0000,  163.0000,   41.0000,   38.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   77.5976,  713.6813,    0.8748,   25.8071,    1.6430,  2yrq.pdbqt; Z979070766.pdbqt; 2yrq_pocket.pdbqt
 1727.0000,  436.0000,  428.0000,    6.0000,  442.0000,  107.0000,  104.0000,    2.0000,  324.0000,   81.0000,   73.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   64.0825,  849.1081,    1.6485,   19.1131,    2.5201,  2yrq.pdbqt; Z1258909222.pdbqt; 2yrq_pocket.pdbqt
 1548.0000,  415.0000,  395.0000,   18.0000,  186.0000,   49.0000,   50.0000,    2.0000,  283.0000,   78.0000,   69.0000,    3.0000,   82.0000,   27.0000,   23.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.4149,  752.4790,    0.9521,   23.2462,    0.3065,  2yrq.pdbqt; Z1411158492.pdbqt; 2yrq_pocket.pdbqt
 1718.0000,  451.0000,  435.0000,   20.0000,  407.0000,  110.0000,  103.0000,    5.0000,  166.0000,   44.0000,   42.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.9971,  822.8123,    1.3752,   18.6078,    1.4792,  2yrq.pdbqt; Z1736594903.pdbqt; 2yrq_pocket.pdbqt
 1711.0000,  454.0000,  399.0000,   21.0000,  394.0000,  105.0000,  103.0000,    5.0000,   90.0000,   25.0000,   22.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  143.0000,   32.0000,   29.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.5977,  795.9850,    1.1045,   29.2617,    0.0000,  2yrq.pdbqt; Z1661980985.pdbqt; 2yrq_pocket.pdbqt
 1663.0000,  418.0000,  388.0000,   10.0000,  237.0000,   63.0000,   52.0000,    3.0000,  303.0000,   75.0000,   69.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   50.1328,  815.5429,    0.8893,   25.0072,    0.9062,  2yrq.pdbqt; Z1756707640.pdbqt; 2yrq_pocket.pdbqt
 1565.0000,  401.0000,  338.0000,   21.0000,  178.0000,   50.0000,   43.0000,    2.0000,  175.0000,   48.0000,   39.0000,    2.0000,   79.0000,   20.0000,   16.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,  416.0000,   94.0000,   89.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.7219,  775.0223,    1.0301,   35.4963,    0.0000,  2yrq.pdbqt; Z17107630.pdbqt; 2yrq_pocket.pdbqt
 1778.0000,  469.0000,  422.0000,   21.0000,  193.0000,   47.0000,   42.0000,    2.0000,  277.0000,   73.0000,   66.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  104.0000,   32.0000,   28.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.5508,  819.4625,    1.4908,   30.9220,    1.5356,  2yrq.pdbqt; Z1401658319.pdbqt; 2yrq_pocket.pdbqt
 1614.0000,  440.0000,  420.0000,   16.0000,  151.0000,   44.0000,   40.0000,    2.0000,  227.0000,   54.0000,   53.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   56.3660,  740.8410,    0.8226,   38.6133,    0.9012,  2yrq.pdbqt; Z298904852.pdbqt; 2yrq_pocket.pdbqt
 1568.0000,  393.0000,  358.0000,    9.0000,  192.0000,   47.0000,   44.0000,    1.0000,  206.0000,   54.0000,   52.0000,    0.0000,   67.0000,   18.0000,   13.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   50.1888,  743.6764,    0.7333,   28.4352,    0.9603,  2yrq.pdbqt; Z1756368845.pdbqt; 2yrq_pocket.pdbqt
 1782.0000,  463.0000,  410.0000,   24.0000,  326.0000,   87.0000,   80.0000,    4.0000,  215.0000,   56.0000,   50.0000,    4.0000,  103.0000,   27.0000,   24.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   59.4992,  769.5115,    0.3403,   18.6061,    0.4079,  2yrq.pdbqt; Z1801595493.pdbqt; 2yrq_pocket.pdbqt
 1873.0000,  479.0000,  430.0000,   27.0000,  344.0000,   91.0000,   70.0000,    5.0000,  241.0000,   62.0000,   55.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.1795,  798.2627,    0.4261,   28.8540,    0.0000,  2yrq.pdbqt; Z1612717695.pdbqt; 2yrq_pocket.pdbqt
 1794.0000,  454.0000,  400.0000,   26.0000,  320.0000,   79.0000,   71.0000,    4.0000,  141.0000,   37.0000,   30.0000,    2.0000,   93.0000,   24.0000,   21.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.3530,  783.4337,    0.4415,   25.8697,    0.1541,  2yrq.pdbqt; Z1139338213.pdbqt; 2yrq_pocket.pdbqt
 1451.0000,  424.0000,  378.0000,   14.0000,  398.0000,  115.0000,  113.0000,    4.0000,  117.0000,   31.0000,   30.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.6375,  658.0499,    0.4988,   31.2574,    0.0000,  2yrq.pdbqt; Z94857482.pdbqt; 2yrq_pocket.pdbqt
 1829.0000,  463.0000,  410.0000,   24.0000,  319.0000,   82.0000,   68.0000,    4.0000,  248.0000,   62.0000,   56.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   52.9810,  753.4263,    0.5651,   27.3333,    0.6097,  2yrq.pdbqt; Z434202092.pdbqt; 2yrq_pocket.pdbqt
